Start	End	Chromosome	Name
4163821	4263995	17	ANKFY1
174561776	174562063	5	SUMO2P6
168654513	168667761	5	
126563509	126564776	4	RBM48P1
80626226	80654983	5	DHFR
116751473	116952699	4	
135112905	135123779	4	LINC02485
77394491	77494286	4	
69406931	69407655	4	
82490823	82491635	4	RPL7AP26
82128535	82129656	4	HNRNPA3P13
95840093	95841464	4	PDHA2
121369433	121370345	4	
120055623	120066858	4	MAD2L1
832238	832469	18	BOLA2P1
856526	857045	18	
65458574	65459534	15	
894435	907680	18	
67834310	67838879	15	
904871	912172	18	ADCYAP1
66702236	66782849	15	SMAD6
26315715	26317813	12	
15971890	15972609	12	EGLN3P1
31647160	31673114	12	ETFBKMT
64340204	64357534	11	CCDC88B
44243408	44244273	1	ERI3-IT1
54980950	54992274	1	
50910735	50916641	X	BMP15
53344031	53365473	1	
78170481	78171237	1	RNFT1P2
77282019	77559966	1	AK5
49341192	49345922	X	GAGE2E
926083	927993	18	LINC01904
50959267	50959379	18	Y_RNA
50967991	50988121	18	ELAC1
48754649	48795513	6	
47133495	47134122	15	
45098021	45099260	6	RBM22P4
49770960	49771136	12	LSM6P2
44809317	45377953	6	SUPT3H
116043407	116044045	4	EIF3KP3
31671142	31729121	12	AMN1
58879050	58933679	15	SLTM
83796436	84299189	4	LINC02994
49529869	49529985	X	GAGE12B
121328642	121381059	4	QRFPR
49632500	49633349	X	VDAC1P2
49664844	49668680	X	SALL1P1
49687447	49695984	X	PAGE1
81113385	81114852	5	
50968019	51058144	18	
145936578	146081791	5	SH3RF2
172674212	172674898	2	
119244422	119270714	2	STEAP3-AS1
155525424	155664668	2	
24180395	24190416	14	
51028394	51085045	18	SMAD4
49829260	49834264	X	PAGE4
24188914	24193106	14	
24189149	24195687	14	TM9SF1
66169778	66329377	4	
80495903	80496233	1	
79521080	79522203	1	ADH5P2
68514375	68514669	1	TXNP2
75582099	75582555	1	
77979542	78138444	1	GIPC2
49430360	49463253	6	MMUT
97018343	97018604	2	
101023409	101348278	4	PPP3CA
67123357	67397980	2	LINC01829
150228004	150228083	X	MIR2114
150231075	150232896	X	XRCC6P2
136788286	136788787	X	
136791064	136791780	X	RPL7P56
136807223	136807877	X	RANP4
136840931	136847797	X	
136847384	136848034	X	RAB28P5
128203361	128203775	2	RPL14P6
136848004	136880764	X	RBMX
65486406	65494188	1	
158078099	158078764	5	
68428822	68449954	1	RPE65
128580491	128581576	2	
124469591	124469901	5	
139824896	139825877	2	
38429892	38430160	5	
173578275	173585068	5	LINC02995
208885755	208888143	2	
90957260	90965393	9	
120552481	120558119	2	
61659733	61662690	9	
172325000	172454525	5	SH3PXD2B
52497408	52577060	6	TRAM2
139323921	139364583	2	
87030675	87076429	2	ANAPC1P2
78589158	78589539	9	
86632147	86696496	9	
80972516	80974724	7	
64705734	64709311	9	BMS1P11
123069249	123103589	7	
89605012	89606555	9	GADD45G
116238260	116499465	7	
140683360	140683888	2	COPRSP1
111394875	111395043	7	
109959218	109960184	7	EIF3IP1
122503366	122505118	2	
126311466	126311927	2	SLC6A14P3
130272479	130273511	2	MTND2P22
62597520	62606313	1	ANGPTL3
154286589	154287425	2	PHB1P4
172677141	172736206	2	RAPGEF4-AS1
37815777	37819218	6	ZFAND3-DT
43403815	43408341	6	
109665209	109665742	2	
65788417	65789287	6	SLC25A51P1
50912712	50913256	6	FTH1P5
11291299	11296224	6	
53381519	53382203	6	
14394326	14404289	6	
58071720	58073134	6	
3725054	3880713	16	CREBBP
63229087	63230110	6	
36493892	36547479	6	STK38
171922448	171983686	2	HAT1
63719864	63720441	9	CDRT15P7
74946583	74952912	9	C9orf40
6628619	6640456	17	
86132622	86132851	9	
61194211	61203446	9	
4004445	4143030	17	ZZEF1
93808347	93858340	9	
94524204	94656572	7	SGCE
41100793	41119909	9	LINC03025
44873985	44875807	21	
68679202	68943452	1	
45403809	45404943	21	
42055978	42057166	21	
38959431	38961079	21	
44513262	44527448	6	
42599280	42615094	21	LINC01671
76636877	76637339	1	
64341849	64341904	11	MIR7155
62530636	62530873	1	
62905180	62905482	1	
68332019	68576191	6	
15780068	15782120	12	
73104792	73106282	1	KRT8P21
41141493	41148198	21	LINC00323
21662313	21760032	12	
64359148	64372215	11	RPS6KA4
39958414	39958833	6	
27958517	27969813	12	
67884041	67986503	6	
27093923	27094223	12	
44498616	44499158	12	
30169881	30170091	12	
65248219	65415871	1	DNAJC6
39170646	39170880	12	
38168451	38640148	6	BTBD9
30454919	30492302	12	
2506628	2511580	18	
7765216	7774121	12	NANOGNB
6318378	6360415	21	
42566679	42569353	9	FAM88E
2537525	2571509	18	METTL4
24189157	24213473	14	
86374966	86375706	9	
86669349	86708307	9	LINC02834
24198433	24199090	14	
97501180	97601743	9	TMOD1
24201612	24202811	14	
25782706	25814171	12	
24205696	24208362	14	TSSK4
15882387	15903478	12	STRAP
136129507	136134890	5	SMAD5-AS1
33915534	33977703	21	LINC00649
163039291	163039599	5	MRPL57P6
144170873	144485686	5	KCTD16
164119098	164234097	5	
121575848	121576320	5	RPL23AP44
96942299	96943184	5	
165905126	165905608	5	
146203550	146339251	5	
44158740	44160076	21	LINC01678
16227027	16228194	2	
43446601	43453902	21	LINC00319
111607841	111612518	2	
136947748	136948133	X	RPL22P23
136976417	136985705	X	SRRM1P3
92034522	92035000	2	IGKV1OR2-2
141882815	141907939	5	
137023929	137033995	X	GPR101
131591752	131628147	2	POTEKP
103626076	103626492	X	TCEAL3-AS1
165349030	165778689	5	
103628704	103630953	X	TCEAL1
154474972	154478227	5	HAND1
26224632	26278623	21	
24209615	24213830	14	CHMP4A
2555358	2555492	18	
2561172	2562220	18	
2568392	2569122	18	
117536387	117539464	2	
154940541	154941067	2	CBX3P6
15928296	16646364	21	MIR99AHG
38275888	38276680	8	
1092658	1404217	3	CNTN6
38335981	38337551	8	
2571557	2616635	18	NDC80
140103583	140131780	2	LINC01853
38382364	38383461	8	
113677702	113704078	2	LINC02936
38408048	38408742	8	
131425891	131796983	5	
38421889	38426096	8	
38434347	38435664	8	RPS20P22
103651735	103652106	X	CNEP1R1P1
38510834	38560939	8	LINC03042
130356045	130375405	2	PTPN18
103675496	103688158	X	MORF4L2
38600661	38601200	8	RNF5P1
38699274	38704855	8	
180833928	180835726	5	
38744020	38744131	8	Y_RNA
139911238	139916620	8	
144439206	144439478	5	CKS1BP5
139931172	139933942	8	C8orf17
127890626	127890720	8	
168529305	168530634	5	FBLL1
65147549	65232145	1	AK4
127960633	127960695	8	MIR1205
127999131	127999294	8	RNVU1-32
128008898	128008956	8	MIR1206
128009551	128011938	8	
24786842	24787024	5	BTG4P1
128010382	128010611	8	RNU4-25P
128049152	128049238	8	MIR1207
61581813	61582675	9	
164209631	164211892	5	
127946559	127948723	8	LINC02912
170483806	170486407	5	
11552488	11564694	8	
82919376	82921119	5	
97926791	97944856	9	HEMGN
165129307	165153014	5	
97799404	97882687	5	
11576257	11582817	8	LINC00208
174618164	174625775	5	
158173601	158176422	5	
160421855	160428739	5	PTTG1
11790005	11790386	8	SUB1P1
33540046	33589026	6	GGNBP1
11795573	11839304	8	FDFT1
24209646	24215987	14	
68972999	68975993	4	
118467590	118554100	4	CEP170P1
24213943	24216070	14	MDP1
22699859	23188807	12	LINC02955
51599723	51623428	6	
49785660	49787285	6	PGK2
117314597	117360655	4	LINC02262
83201957	83202065	9	
65836930	65838039	6	ADH5P4
66724584	66725064	9	SDR42E1P4
60873360	60874642	6	RBBP4P3
78178263	78179512	9	ASS1P3
63480134	63481876	6	EEF1B2P5
81488308	81488837	9	
89449558	89450754	9	PA2G4P6
90216039	90216924	9	OR7E31P
62857208	62858484	9	MYO5BP2
83659968	83707958	9	UBQLN1
121071429	121080476	4	NDNF-AS1
65420587	65436007	1	LEPROT
134944275	134944523	4	
14117256	14136918	6	CD83
124499940	124558445	4	LINC02516
44354691	44355692	15	GAPDHP43
27270830	27275192	13	RASL11A
48988476	49046447	15	SECISBP2L
98048555	98049043	4	DUTP8
2593674	2594913	18	KATNBL1P3
2621090	2621201	18	Y_RNA
2649761	2649867	18	RNU6-340P
133261022	133263115	4	
2652170	2655395	18	CBX3P2
136004509	136004902	4	
46169458	46169748	13	RN7SL288P
46249942	46250213	13	RN7SKP5
119939540	119964293	4	LINC02502
46270077	46270617	13	ABITRAMP1
46290300	46298110	13	
46296445	46297844	13	LINC00563
47135498	47138370	12	IFITM3P6
2655726	2805017	18	SMCHD1
120342056	120342647	4	SAR1AP3
46374401	46374590	13	RNU2-6P
46410454	46410557	13	RNU6-68P
46437394	46437988	13	PPP1R2P4
99878336	99894428	4	LAMTOR3
46460609	46461121	13	OR7E101P
1420689	1463162	17	CRK
47709734	47725567	12	ENDOU
46474246	46493268	13	
46490930	46491121	13	COX17P1
46505118	46505436	13	FKBP1AP3
103687284	103691772	X	MORF4L2-AS1
72301472	72301829	1	RPL31P12
46053186	46105033	13	CPB2
72765031	72791282	1	LINC02796
29608900	29609501	22	RPEP4
64368602	64368703	11	MIR1237
64420311	64432670	11	
29705256	29719859	22	CABP7-DT
103710909	103714032	X	TMEM31
64449074	64451657	11	LINC02724
52709122	52709442	1	NDUFS5P3
29720003	29731833	22	CABP7
64486136	64490674	11	
64500846	64505386	11	
24213955	24232352	14	NEDD8-MDP1
64531044	64532970	11	
104099214	104157009	X	SLC25A53
53418452	53418737	6	NANOGP3
64470129	64693058	1	CACHD1
64555690	64572875	11	SLC22A11
70098390	70098676	6	RPL37P15
48952070	48952781	6	
4267691	4268430	17	
41252696	41252858	6	
404468	414023	17	
49171898	49175235	X	PLP2
57902609	57903148	6	
37257772	37332970	6	TBC1D22B
29730956	29767011	22	ZMAT5
6789133	6831761	17	TEKT1
45306413	45322875	19	CKM
53267398	53349179	6	ELOVL5
49174802	49186528	X	PRICKLE3
46918900	46993581	4	GABRA4
29758758	29758859	22	Y_RNA
29767091	29768096	22	
29767369	29770413	22	UQCR10
24216857	24232367	14	NEDD8
74506081	74530553	10	
122697709	122699846	10	C10orf120
56392371	56406362	20	CSTF1
30285117	30289622	22	CASTOR1
36173406	36173853	19	
56480397	56483977	19	
26800843	26801302	12	
41024268	41027720	19	CYP2A7P1
39466442	39467345	12	RPL7AP74
133746641	133747907	10	DUX4L11
120879256	120880667	10	
6417685	6418264	17	
31791185	31792298	12	H3-5
62690033	62690534	9	SDR42E1P3
7438780	7439990	12	
91169585	91170045	9	
62897368	62900104	9	FAM88B
123154402	123170467	10	BUB3
56485923	56494280	19	
6444441	6451469	17	PIMREG
26905181	26938326	12	INTS13
46125920	46211871	13	LCP1
41050449	41062444	19	CYP2G2P
58586158	58586356	19	
103361952	103429892	9	
61202718	61203087	9	
24249114	24264432	14	TGM1
98847172	98872415	9	
41073804	41074107	19	
64590641	64602353	11	SLC22A12
22773853	22774424	19	BNIP3P34
132060655	132063204	5	IL3
34428352	34471251	19	UBA2
101793454	101793756	9	MTND3P4
60943311	60964196	9	
19334011	19337804	16	LINC02858
127498327	127498807	4	
18781295	18790383	16	RPS15A
61420246	61428221	4	
197804593	198572581	2	PLCL1
42213841	42213918	9	
13927971	13945610	9	LINC00583
129362911	129377504	4	
100912320	100912741	9	
69125274	69126451	4	
41979352	41983753	9	
90081297	90082569	9	IL6RP1
138164097	138242349	4	SLC7A11
62888535	62889921	9	FGF7P8
107534390	107535162	9	
66635754	66637197	9	RBPJP2
107853783	107854258	9	
49198966	49202454	X	SYP-AS1
44727921	44830188	6	
100302077	100352942	9	TEX10
71328942	71329806	6	
49205063	49233371	X	CACNA1F
38928031	38928153	6	
44278734	44297698	6	TCTE1
62641122	62641667	1	
63523372	63572693	1	EFCAB7
68055351	68060502	6	
79069285	79378287	18	ATP9B
71238743	71240947	6	
47368943	47369230	6	B3GNTL1P2
37353979	37394734	6	RNF8
17610496	17611583	5	TAF11L12
93088856	93091768	5	
82824884	82825184	5	
138506095	138543236	5	ETF1
58460292	58462032	2	
105264391	105329735	2	TGFBRAP1
73635216	73715214	1	LINC02238
43743471	43743741	1	
84925583	84997113	1	MCOLN2
6749685	6749978	17	
39808914	40260321	3	MYRIP
3860315	3894891	17	CAMKK1
56459428	56459583	20	RPL39P
56468585	56519449	20	RTF2
24271726	24279089	14	
24290598	24299780	14	DHRS1
68813995	68814727	4	
132435802	132447235	4	
30285238	30299482	22	
81733385	81734207	4	MTCYBP44
43898962	43899351	4	NDUFB4P12
62489495	62490218	4	
53064316	53079404	12	SPRYD3
63608618	63833948	15	HERC1
82483170	82562357	4	TMEM150C
66921510	66922482	2	LINC01628
223398267	223398546	2	HIGD1AP4
196133583	196176503	2	STK17B
51385282	51385849	6	
29262703	29264079	6	OR2U1P
80440730	80441172	6	
44898711	44899295	6	NUDT19P4
49463370	49493107	6	CENPQ
119208531	119211760	10	GRK5-IT1
125972188	125973126	10	FANK1-AS1
123991910	123992669	10	YBX2P1
133657235	133660635	10	CLUHP5
131776386	131795277	10	
97512706	97517836	9	
122930901	122954311	10	C10orf88
60546920	60547154	9	
64737403	64737755	9	
45328157	45664349	6	RUNX2
101569352	101738647	9	GRIN3A
98496364	98509935	4	
136553236	136553739	4	
54229280	54298245	4	PDGFRA
64646399	64659681	11	NRXN2-AS1
30291990	30326947	22	TBC1D10A
76867480	77067546	1	ST6GALNAC5
52692605	52696788	12	
16693800	16695977	12	
122454653	122457352	10	ARMS2
64726911	64745456	11	RASGRP2
42615221	42646547	12	LINC02402
45050901	45103107	12	DBX2-AS1
45777242	45851753	13	SIAH3
4109661	4118132	12	
17932720	17933275	16	RPL7P47
24299850	24309124	14	NOP9
38205098	38206009	12	
125719515	125764143	10	EDRF1
12545482	12546684	16	
39611819	39614648	12	
46455131	46515958	13	LINC01198
26301098	26304645	12	
23175648	23191587	12	
9365540	9518325	16	
19035197	19038799	5	
20449655	20450083	12	UBE2L2
54575387	54588659	12	PPP1R1A
62784132	62865516	1	ATG4C
154483917	154486150	5	
24135160	24271863	5	
139366165	139379147	2	
63581254	63581834	9	RPL7AP46
63055641	63059217	9	BMS1P9
106288803	106289053	2	RPS21P2
158175396	158200016	5	
102995311	103018488	9	CYLC2
140898423	140899106	2	LRRC57P1
125265528	125265651	5	HMGB1P22
175483595	175484192	5	
134119983	134454621	2	MGAT5
142770377	143229011	5	ARHGAP26
898967	905224	16	
9446010	9455505	16	LINC01195
100934023	100944553	13	LINC00411
89472237	89472692	9	
268301	275980	16	RGS11
91206175	91210299	9	
91409045	91423832	9	NFIL3
101053776	101416508	13	NALCN
17066368	17075631	12	
46970504	46972155	12	
44499961	44503596	12	
31715342	31715781	12	STMN1P1
90232185	90233141	9	OR7E116P
43835967	44389762	12	TMEM117
98943179	99070792	9	COL15A1
24305734	24312053	14	LTB4R2
5730289	5731085	17	
6373833	6375080	17	
6927472	6928191	17	
6653464	6655009	17	
3896592	3916476	17	P2RX1
212581357	213021545	2	
24311450	24318036	14	LTB4R
56517187	56526152	20	FAM209A
58040211	58046700	2	
157210847	157211539	2	CDK7P1
100509277	100509612	2	ARPP19P2
128217588	128218072	2	RPL21P34
208165343	208190030	2	C2orf80
56522252	56523499	20	
56533246	56536520	20	FAM209B
24332310	24337382	14	
56550605	56555579	20	
33721662	33746905	6	IP6K3
56412112	56460387	20	CASS4
24336025	24340022	14	RIPK3
48727435	48765790	12	TEX49
41088451	41096195	19	CYP2A13
131379717	131591825	4	LINC02377
52730425	52732865	12	
68633701	68640425	1	
72793104	72854475	1	LINC02797
26335864	26336950	12	
35298249	35299440	15	RBM17P4
68381441	68381657	1	
65298755	65298980	1	COX6CP13
46317393	46351753	15	
84085741	84086233	1	TXN2P1
39755025	40106089	12	SLC2A13
70397931	70410195	4	OPRPN
80124004	80124361	1	
47956521	47988044	15	
58967046	58967808	15	
66042500	66050718	1	PDE4B-AS1
410325	431062	17	C17orf97
70635249	70637314	15	SALRNA2
57979716	57980646	15	
75918873	75932404	1	ASB17
67819704	67834582	15	SKOR1
79420172	79529276	6	
50587607	50637205	6	
49077712	49078051	6	
66093431	66094909	6	NUFIP1P1
79871873	79874610	6	
58119741	58121029	6	RBBP4P4
41228339	41238882	6	TREML4
13785007	13821580	20	NDUFAF5
77081984	77086402	1	
6451263	6556555	17	PITPNM3
83397555	83425353	1	
97334635	97633823	4	
78889764	79282124	1	ADGRL4
24352057	24352157	14	U6
145830456	145832980	4	
125723267	125724217	4	TMEM248P1
41955234	42087830	18	PIK3C3
131768233	131768578	4	
130808507	130811933	4	
130494673	130495285	4	PGBD4P4
124149377	124252044	4	
49016682	49017154	4	TPI1P4
47968046	47992170	19	BSPH1
24365673	24379604	14	NFATC4
135371177	135371924	4	KRT18P54
80386178	80388716	4	
30331988	30356919	22	SF3A1
75341279	75359024	4	
131112748	131113255	4	
115079354	115099092	2	
100395341	100880126	4	EMCN
97025981	97031636	2	TRIM43CP
105694541	105776629	9	TMEM38B
37007857	37130368	19	ZNF420
55221025	55221975	12	OR10A7
222566899	222656092	2	FARSB
46239106	46239473	12	
39626167	39908300	12	C12orf40
45158870	45159511	6	
43450352	43456632	6	DLK2
70881342	70892433	15	THAP10
82543718	82544196	9	
61330717	61453030	9	CNTNAP3C
58593134	58599355	19	
56507850	56530221	19	ZNF471
68306528	68330626	9	LINC03025
70195638	70198509	15	
69820756	69835111	15	
50359450	50360194	15	
93091460	93095546	9	
60004234	60061730	15	FOXB1
93951627	93955355	9	BARX1
59115547	59116089	15	
35400691	35401768	15	HNRNPA1P45
20960675	20961581	15	OR11J2P
7787794	7799146	12	NANOG
60053204	60054092	15	MESTP2
61298791	61635449	15	
40764068	40767708	15	GCHFR
44387706	44450425	6	CDC5L
60918581	60927822	9	
56535299	56535763	19	
56536156	56538575	19	ZFP28-DT
90300885	90433566	9	LINC01508
60944555	60944636	9	
107543151	107543616	9	PPIAP88
14204248	14205039	9	RPL7AP47
110243810	110256507	9	TXN
173431349	173431812	2	JPT1P1
105363038	105378839	2	
63321378	63381846	15	CA12
41114432	41128381	19	CYP2F1
154435853	154457438	2	
49237946	49278426	20	ZNFX1
14602035	14641443	3	
11900011	11901245	3	NUP210P2
137964020	138016364	2	HNMT
16313574	16514026	3	RFTN1
174632932	174633209	5	HIGD1AP3
174751304	174850725	5	
117267116	117268668	10	
76561328	76562590	6	
147870682	147882191	5	SCGB3A2
23337711	23404132	6	
81870778	81875133	10	
133743332	133744598	10	DUX4L10
57908560	57913911	6	
46183063	46270017	12	SLC38A1
133380017	133420271	10	
49692358	49713590	6	CRISP2
127734562	127736996	10	
131092391	131311721	10	TCERG1L
30368811	30421771	22	RNF215
118740563	118745312	9	LINC02578
88324454	88325339	9	RPSAP49
100975668	100976682	9	GAPDHP26
80565032	80565962	9	MTND2P9
63728877	63744910	9	
41657708	41699072	9	FAM242F
82494786	82496278	4	
121616247	121616807	5	
66507380	66511644	5	LINC02229
96212279	96213100	4	
127094410	127470569	4	
172479274	172536444	5	
135897637	135900250	5	
13986175	13987909	9	PES1P2
146084313	146105577	5	PLAC8L1
98731329	98796965	9	ANKS6
138298856	138312658	4	LINC00498
134952259	134952889	4	
138057464	138178177	4	SLC7A11-AS1
49233956	49234501	X	HSPB1P2
49235470	49250520	X	CCDC22
6651762	6693202	17	C17orf100
68985009	68988533	4	
102589372	102589813	13	LINC00555
102593338	102593873	13	
141923855	141942047	5	DELE1
102729367	102759072	13	CCDC168
36902242	36913339	4	
99067256	99068125	4	
6954098	6978960	17	
127532828	127623803	4	
102760023	102766653	13	
46035769	46124054	4	GABRG1
4163910	4164713	17	
102765888	102773811	13	TEX30
15789016	15789705	17	
6749718	6750188	17	RPL23AP73
126988095	127026507	10	
43785874	43827206	19	LYPD5
16546954	16569204	17	ZNF287
119207571	119459745	10	GRK5
30396941	30425303	22	SEC14L2
214520	268050	18	THOC1
84244003	84245488	4	
140216997	140217239	2	MTCO1P44
75521562	75522231	1	
38874069	38881587	1	GJA9
229357629	229714555	2	DNER
134196333	134201789	4	PABPC4L
135045464	135046850	4	EEF1A1P35
49278178	49299600	20	ZFAS1
52554818	52555273	1	
98251688	98261630	4	
86823468	86849384	4	SLC10A6
77431314	77437604	1	
63078081	63079031	1	
75641178	75724049	1	
61588049	61589904	1	
80373364	80374621	1	
63011197	63018614	1	
72636547	72899240	1	
54033126	54034880	1	
37809574	37859592	1	MTF1
102799110	102875994	13	BIVM-ERCC5
118763867	118764345	9	TUBB4BP6
105710290	105710781	9	
102055252	102055741	9	ARL2BPP7
97699625	97853080	9	PTCSC2
31253901	31254777	9	SLC25A6P2
5772234	5930696	17	
64878790	64889063	9	
91104327	91213046	9	LINC02937
84371393	84380189	4	
17504005	17512266	17	
49269793	49301461	X	PPP1R3F
4222091	4223828	17	RYKP1
57595940	57605872	4	
87799501	87821803	9	
67290636	67521844	15	IQCH-AS1
127623271	127726737	4	INTU
89825964	90019549	9	
784974	788397	16	RPUSD1
88498309	88498676	1	
48029383	48044079	19	CABP5
135839626	135876443	2	MCM6
83865024	83999150	1	TTLL7
3923870	3964464	17	ATP2A3
109940104	110008381	10	ADD3-AS1
64810865	64811429	9	BNIP3P4
81764211	81764503	6	
61240898	61241311	6	
54190206	54190709	6	
64765054	64765535	9	IGKV1OR-2
33235552	33247621	15	TMCO5B
79947810	79980046	6	
58386799	58386961	6	
69820817	69906227	9	CFAP95
44551577	44553281	6	
34348356	34359412	19	
82924829	82925122	6	LAP3P1
72766560	72767052	10	
49273054	49275768	X	
105685383	105685865	10	PPIAP38
49279677	49281440	X	
59136625	59138182	10	TRAF6P1
102799119	102841533	13	BIVM
133749950	133751216	10	DUX4L12
56538948	56556808	19	ZFP28
47974851	48003989	X	ZNF182
116439468	116440044	10	HMGB3P8
51615299	52087613	6	PKHD1
125700436	125719566	10	EDRF1-DT
122832167	122879583	10	
93106872	93107383	10	NIP7P1
131831910	131833508	10	
120842521	120845146	10	
100463009	100483744	10	WNT8B
35774801	35774950	15	
11797928	11802568	8	
67541072	67542604	15	MAP2K5-DT
47983356	48071658	X	ZNF630
32238679	32370321	3	CMTM8
11895850	11896870	8	
59132434	59372871	15	MYO1E
36764445	36764551	8	RNA5SP264
36795255	36795862	8	
36987977	36988412	8	
36887456	36890576	8	TPT1P8
75026428	75029460	8	
75167704	75176656	8	LINC02886
75302296	75302574	8	HIGD1AP6
75376709	75377014	8	PKMP4
127867881	127868487	10	BUB1P1
75120409	75352327	8	CASC9
47365496	47384293	10	ZNF488
100822661	100847220	2	
161847063	161899981	5	GABRA1
119993199	119993611	2	RPL27P7
129063846	129071725	2	
133191039	133231690	8	CCN4
179399728	179400875	2	RAD52P1
119562101	119562530	10	
104656135	104722966	2	
14112077	14124870	3	CHCHD4
117825894	117831244	10	
49278427	49278624	20	
49278940	49279028	20	SNORD12C
30773464	30774732	9	KRT18P66
49279116	49279208	20	
49280319	49280409	20	SNORD12B
104270228	104286955	9	TOPORSLP
237085882	237100474	2	COPS8
49280485	49280571	20	
49280683	49280772	20	SNORD12
50731580	50756795	20	PARD6B
133677059	133678327	10	DUX4L22
93121496	93134251	9	NINJ1
133753250	133754516	10	DUX4L13
35604485	35608153	10	
41767164	41776073	21	
124004304	124004828	10	
123171535	123171875	10	RPS26P39
116324448	116380029	10	CCDC172
15368966	15627342	21	
50840615	50840749	20	TMSB4XP6
50913731	50914411	20	PSMD10P1
50930984	50945148	20	ADNP-AS1
129299175	129305022	4	
67417305	67468251	4	
35487324	35495558	19	KRTDAP
50958818	50963929	20	MOCS3
97916353	97917401	4	CRYZP2
138560704	138561941	4	
102888858	102889834	13	
19823443	19823943	20	RPL12P12
102903339	102904000	13	
20017310	20033655	20	NAA20
54836041	54845470	4	
113815630	113845744	13	GAS6-AS1
78008512	78008688	4	
119499817	119542719	10	RGS10
136097797	136099240	4	
133325997	133326404	8	RPL32P20
4269153	4311495	3	
133392211	133392690	8	
132591064	132678503	4	LINC01256
33554636	33554859	3	COX6CP10
142872356	142879846	8	CYP11B1
28349178	29767537	3	
113820549	113864076	13	GAS6
134026665	134327977	4	
14810853	14934571	3	FGD5
125567579	125573023	9	
93955597	93959140	9	BARX1-DT
5086740	5087232	21	
44801883	44804717	21	LINC01424
90108244	90108518	9	
112028570	112039143	9	LINC02977
798041	800734	16	GNG13
24306939	24547942	21	LINC01684
111322778	111323397	10	BTBD7P2
64746389	64759974	11	PYGM
74527584	74527947	10	MRPL35P3
61211652	61212203	4	RPL17P19
117144564	117169108	10	MIR3663HG
99276369	99291003	4	ADH1A
41134722	41137308	19	CYP2T3P
20034368	20056046	20	CRNKL1
81875194	82987179	10	NRG3
43794309	43795658	19	
57065334	57066139	19	RPL7AP69
77177445	77421537	9	VPS13A
41169861	41170166	19	RPL36P16
23278231	23381294	16	SCNN1B
43153279	43160862	19	
57111120	57112027	19	
45555648	45556595	21	
38812878	38956467	21	
56567468	56588911	19	ZNF470
48056310	48066583	X	ZNF630-AS1
48135658	48136159	X	
48153868	48155941	X	
48153980	48154074	X	RNU6-707P
48156367	48166350	X	SSXP3
48177731	48178023	X	S100A11P5
132592084	132592536	4	AARS1P1
48197221	48199431	X	
116489364	116515619	4	
48206258	48206374	X	RNA5SP503
48212791	48218010	X	
48228833	48228959	X	S100A11P7
48244894	48245745	X	
113864112	113866834	13	GAS6-DT
69306469	69307173	4	
48274904	48275047	X	S100A11P6
48276704	48277578	X	
140128015	140134565	4	
113877608	113879376	13	
48279423	48281792	X	
32772100	33019751	21	C21orf62-AS1
113878489	113883651	13	LINC00454
129093317	129116640	4	C4orf33
85092284	85243911	X	SATL1
24162045	24397880	18	OSBPL1A
57769655	57819939	19	ZNF586
113888306	113923512	13	LINC00452
69803316	69804046	15	GEMIN8P1
44447577	44449344	15	HNRNPMP1
39300418	39310782	15	
56563627	56567868	X	UBQLN2
70858714	70860162	15	KRT8P9
145817829	145829856	X	SLITRK2
20651450	20803816	21	LINC00320
113883667	113887149	13	
70791013	70791486	15	
40218500	40264890	15	BUB1B-PAK6
56589495	56590281	19	SIGLEC31P
30409255	30428990	22	
113923052	113928991	13	SWINGN
48037726	48047221	13	NUDT15
56542952	56629592	15	
30037423	30038181	19	
33473386	33513185	8	TTI2
117128521	117138301	10	VAX1
37349309	37457292	X	PRRG1
48041751	48042184	13	
44228729	44305046	19	ZNF235
48053323	48095131	13	MED4
30420512	30420912	22	
30421045	30421148	22	RNU6-564P
66860303	66867023	15	
30421206	30421536	22	
30425623	30429054	22	MTFP1
63189560	63267776	15	RAB8B
80534978	80584363	1	
89427533	89525472	1	
43650149	43705518	1	KDM4A
32111644	32111789	10	
133778258	133778498	10	
93206857	93209627	10	XRCC6P1
64778954	64779405	11	SF1-DT
100232298	100267680	10	CWF19L1
81919995	81920387	4	COX5BP1
151883711	151886239	4	
64784918	64803241	11	MAP4K2
148819351	148819956	4	
69131351	69134814	4	
72288785	72289110	2	RPS15AP13
151001220	151048774	2	
43166256	43186536	19	PSG5
100660199	100660678	2	NANOGNBP1
139469775	139477747	2	
113829390	113831119	2	
73397114	73421482	4	ALB
154964308	154969101	2	
120319007	120326298	2	
119544432	119662251	2	CFAP221
12791355	12824222	X	PRPS2
30432686	30436066	22	
30439837	30440318	22	
48077137	48079991	13	MED4-AS1
30447959	30472017	22	SEC14L3
48134358	48134534	13	POLR2KP2
48771128	48771827	13	PSME2P2
65714334	65842322	8	PDE7A
48303744	48599436	13	RB1
73335260	73342387	15	
44748900	44750986	21	
38229926	38235564	21	
44241575	44242081	21	
72474330	72602987	15	ARIH1
32393095	32393980	21	URB1-AS1
45288035	45297806	21	LINC00205
76041691	76066349	1	
35605341	35608935	10	GJD4
83979118	83984300	1	TTLL7-IT1
90860550	90862920	1	
71794232	71837012	1	NEGR1-IT1
96292685	96306695	10	
89394033	89394665	1	CAPNS1P1
106550106	106551121	10	RPL23AP59
38497743	38498159	21	
34836286	34884882	21	
